worker_id,cumulative_js,max_js,divergence_year,change_rate,country
aakash-mehraa-15213484,3.1381678264575967,3.0931043070704436,2,-0.3922709783071996,india
aakash-saxena-20,3.136875187045054,3.0931043065614463,2,-0.39210939838063175,india
aakash-sharma-1b161966,3.1367619011900283,3.093104306055233,2,-0.39209523764875354,india
aakash-sharma-b2b65585,3.1367519709609684,3.0931043055515235,2,-0.39209399637012105,india
aakash-yadav-8b3b3495,3.136751100095056,3.0931043050500904,2,-0.392093887511882,india
aamirsohail-0731,6.2222356349307,2.9984598228902675,2,0.7147637598890039,india
aanand-deepak-62661977,3.1697299638972702,3.093104310766945,2,-0.3962162454871588,india
aanchal-agarwal-b1353b196,3.3252826220007767,3.0931043102141182,1,-0.4156603277500971,india
aanchal-dhawan-48446346,3.3252826214793387,3.093104309674372,1,-0.41566032768491734,india
aarathi-jammi-a5744031,3.3252826209701887,3.093104309143122,1,-0.4156603276212736,india
aarav-krish-a53315235,3.1529435915608124,3.0931043086181873,2,-0.39411794894510155,india
aarif-aarif-0289ab28,3.1381678274607823,3.093104308098288,2,-0.3922709784325978,india
aarnav-upadyaya-298425270,3.1368751880413455,3.0931043075825735,2,-0.3921093985051682,india
aarthi-narayan-066a1146,3.32528261900286,3.0931043070704436,1,-0.4156603273753575,india
aarthi-sundar-ram-0954a66a,3.3252826185224404,3.0931043065614463,1,-0.41566032731530506,india
aarthika-rajen-ba3ba878,3.325282618045336,3.093104306055233,1,-0.415660327255667,india
aarthy-balasubramania-n-74525321a,3.3252826175711703,3.0931043055515235,1,-0.4156603271963963,india
aarti-balam-09ab2071,3.3252826170996457,3.0931043050500904,1,-0.4156603271374557,india
aarti-sangapurkar-6801a24b,3.325282616630515,3.0931043045507423,1,-0.4156603270788144,india
aarumuga-rajan-5398a869,3.1529435871303395,3.09310430405332,2,-0.39411794839129244,india
aarya-hbk-48074559,3.3252826156986552,3.0931043035576846,1,-0.4156603269623319,india
aasha-rani-m-215a801b3,3.3252826152356034,3.0931043030637166,1,-0.41566032690445043,india
aashiish-ashokk-saxena-9048b1191,3.1529435856963537,3.0931043025713127,2,-0.3941179482120442,india
aashima-khurana-ba232714b,3.3252826143146157,3.09310430208038,1,-0.41566032678932696,india
aashish-kumar-sinha-23641362,3.1529435847483356,3.093104301590837,2,-0.39411794809354195,india
aastha-kalra-094a7254,3.3252826133997675,3.0931043011026103,1,-0.41566032667497094,india
aastha-kapoor-5a974752,3.325282612944433,3.0931043006156345,1,-0.41566032661805413,india
aayush-bhutani-891476189,3.1529435833365507,3.0931043001298493,2,-0.39411794791706883,india
aayush-dogra-70bb6620a,3.138167819239945,3.0931042996452005,2,-0.3922709774049931,india
aayushi-bhagat-5b3549152,3.325282611585963,3.0931042991616398,1,-0.41566032644824535,india
abani-sahoo-251aba94,3.152943581935528,3.0931042986791204,2,-0.394117947741941,india
abanka,3.138167817836017,3.0931042981976016,2,-0.3922709772295021,india
abdul-adhar-503007139,3.1368751784491646,3.0931042977170446,2,-0.3921093973061456,india
abdul-aleem-muhammad-059459b9,3.1367618926218284,3.0931042972374136,2,-0.39209523657772855,india
abdul-basheer-chan-basha-74a140a5,3.1367519624191456,3.0931042967586757,2,-0.3920939953023932,india
abdul-bilgi-97963362,3.1367510915781107,3.0931042962807997,2,-0.39209388644726384,india
abdul-haseeb-76768562,3.2237757967014122,2.9717130339673767,2,0.33995628390416766,india
abdul-haseeb-cadautomation,3.2431561846536336,2.942366611162794,1,0.3301971297089943,india
abdul-jaffar-1b3750a9,9.261089731513788,2.987655955722776,1,0.33619176142216445,india
abdul-kalam-b8a075142,3.1596414506957644,3.0931043102141182,2,-0.39495518133697055,india
abdul-kalam-nazar-a-a4a72a173,3.1387523999661573,3.093104309674372,2,-0.39234404999576966,india
abdul-moiz-19130060,3.136926410063453,3.093104309143122,2,-0.3921158012579316,india
abdul-mubarak-5082b7178,9.080192461436008,3.0931043086181873,2,0.3508324593764926,india
abdul-muiz,3.1367523689992414,3.0931043102141182,2,-0.39209404612490517,india
abdul-muiz-52294549,3.1367511391020733,3.093104309674372,2,-0.39209389238775916,india
abdul-muqheet-khan-12124277,3.1367510308218924,3.093104309143122,2,-0.39209387885273655,india
abdul-rafeeq-b756165b,3.136751020862142,3.0931043086181873,2,-0.39209387760776776,india
abdul-rasheed-a8305477,3.223775804626626,2.9717130341143765,2,0.33995628295026586,india
abdul-salam-shaikh-545a3973,3.1697299615474837,3.0931043102141182,2,-0.39621624519343546,india
abdul-wadood-309874a3,3.13963127926876,3.093104309674372,2,-0.392453909908595,india
abdul-waseem-624b53105,3.137003405610444,3.093104309143122,2,-0.3921254257013055,india
abdul-yasin-62777966,3.1367731418413487,3.0931043086181873,2,-0.3920966427301686,india
abdullah-arsalan-10122a145,3.1367529585076395,3.093104308098288,2,-0.39209411981345493,india
abha-mandwale-a1723189,3.3252826194870724,3.0931043075825735,1,-0.41566032743588405,india
abha-sarmukaddam-8ba829a6,3.32528261900286,3.0931043070704436,1,-0.4156603273753575,india
abhai-mishra-58344a30,3.152943589561106,3.0931043065614463,2,-0.3941179486951383,india
abhalekishor,3.138167825468284,3.093104306055233,2,-0.3922709781835355,india
abhay-chatterjee-802745147,3.1368751860609656,3.0931043055515235,2,-0.3921093982576207,india
abhay-kumar-trivedi-17731a41,6.381619690946674,3.0931043050500904,2,0.013511986315574265,india
abhay-mishra-612979a2,3.1367519759417806,3.093104310766945,2,-0.39209399699272257,india
abhay-mishra-7274119,3.13675110513321,3.0931043102141182,2,-0.39209388814165125,india
abhay-pednekar-csm%C2%AE-cspo%C2%AE-safe%C2%AE-84632316,3.136751028319497,3.093104309674372,2,-0.3920938785399371,india
abhay-sharma-59054060,3.136751021111385,3.093104309143122,2,-0.3920938776389231,india
abhaysingh-info,3.13675102001098,3.0931043086181873,2,-0.3920938775013725,india
abhi-keerthi-5b950672,3.1367510194510446,3.093104308098288,2,-0.3920938774313806,india
abhi-lash-72b31151,3.1367510189426753,3.0931043075825735,2,-0.3920938773678344,india
abhi-sekhar-43b95281,3.1367510184423835,3.0931043070704436,2,-0.39209387730529793,india
abhi-sen-7989b5a0,3.1367510179458877,3.0931043065614463,2,-0.39209387724323597,india
abhibajpai,3.136751017452453,3.093104306055233,2,-0.39209387718155664,india
abhigokhale,6.108464051023896,3.0931043055515235,2,-0.020629747862445424,india
abhigyan-singh-043267a9,3.1367510219525423,3.093104310766945,2,-0.3920938777440678,india
abhijain0786,3.136751021512487,3.0931043102141182,2,-0.3920938776890609,india
abhijeet-ghosh-1159289,3.136751020989827,3.093104309674372,2,-0.3920938776237284,india
abhijeet-jaywant-67070a172,3.1367510204689117,3.093104309143122,2,-0.39209387755861397,india
abhijeet-kedari-80919698,9.080177088178639,3.0931043086181873,2,0.35083438103366377,india
abhijeet-patil-2b010472,3.13675102147791,3.0931043102141182,2,-0.39209387768473875,india
abhijeet-paul-46001310,3.1367510209867966,3.093104309674372,2,-0.3920938776233496,india
abhijeet-yadav-9598066a,6.381608811266609,3.093104309143122,2,0.013513346291164574,india
abhijeethapase,3.1367510220250203,3.093104310766945,2,-0.39209387775312754,india
abhijeetkalsi,6.381608812332384,3.0931043102141182,2,0.013513346161838025,india
abhijit-k-0786b716a,9.133670667832073,3.093104310766945,2,0.35752107796725335,india
abhijit-mandal-7755a335,9.063593286504021,3.0931043102141182,2,0.34876140543281053,india
abhijit-mohanty-33591843,3.1367510215107997,3.0931043102141182,2,-0.39209387768884996,india
abhijit-pathak-14b9b8200,3.136751020989679,3.093104309674372,2,-0.3920938776237099,india
abhijitme,3.136751020468899,3.093104309143122,2,-0.39209387755861236,india
abhilash-achalkar,3.1367510199546635,3.0931043086181873,2,-0.39209387749433294,india
abhilash-kanchanapalli-0352841a7,3.136751019446108,3.093104308098288,2,-0.3920938774307635,india
abhilash-kumar-2103a665,3.1367510189422423,3.0931043075825735,2,-0.3920938773677803,india
abhilash-nair-aa398423,3.1367510184423457,3.0931043070704436,2,-0.3920938773052932,india
abhilash-vs-40231240,3.1367510179458846,3.0931043065614463,2,-0.3920938772432356,india
abhilasha-bhardwaj-02a88a39,3.325282618045336,3.093104306055233,1,-0.415660327255667,india
abhilasha-kol-a14b03b4,3.3252826175711703,3.0931043055515235,1,-0.4156603271963963,india
abhilasha-koranne-a319233b,6.296995651228356,3.0931043050500904,1,-0.04419619787136703,india
abhilashnairtechsupport,inf,inf,2,inf,india
abhilashramineni,inf,inf,1,-inf,india
abhiman-selvaraj-4a4079236,,,2,,india
abhimanyu-chauhan-975572b2,,,2,,india
abhimanyu-gupta-1b113753,3.562625908801281,3.3304475970254,1,-0.44532823860016013,india
abhimanyu-kumar-b098a715,3.458905079179527,3.3304475948307593,2,-0.4323631348974409,india
abhimanyu-nanda-8092a44b,3.449351459535935,3.330447592688443,2,-0.4311689324419919,india
abhimanyu-reddy-b9a29748,3.44846172327092,3.330447590580107,2,-0.431057715408865,india
abhimanyu-sahoo-b1a80b15,3.4483787737604454,3.3304475884970377,2,-0.4310473467200557,india
abhinab-padhi1989,3.4483710371918965,3.330447586434104,2,-0.43104637964898707,india
abhinandan-a-patil,3.4483703131272376,3.330447584387915,2,-0.4310462891409047,india
abhinandan-chaubey-21657a70,9.368307363248505,3.3304475823560606,2,0.30894585968112404,india
abhinandan-kumar-46a5997a,3.1481849715760255,3.0931043102141182,2,-0.3935231214470032,india
abhinash-sahoo-2a6201a9,3.137751986213884,3.093104309674372,2,-0.3922189982767355,india
abhinav-agrawal-a60b1615,3.1368387491215954,3.093104309143122,2,-0.39210484364019943,india
abhinav-bhardwaj-6aaa1a56,3.1367587096253104,3.0931043086181873,2,-0.3920948387031638,india
abhinav-chaubey-73722257,3.136751693473985,3.093104308098288,2,-0.39209396168424815,india
abhinav-choudhary-8093aba7,3.136751078023307,3.0931043075825735,2,-0.3920938847529134,india
abhinav-d-7b06946b,3.1367510236210228,3.0931043070704436,2,-0.39209387795262785,india
abhinav-dubey-6b276b126,3.136751018399815,3.0931043065614463,2,-0.39209387729997686,india
abhinav-dwivedi-05b56815,9.080177085740104,3.093104306055233,2,0.3508343813444527,india
abhinav-harsh-90b5ba118,3.1146168908633283,2.9423666111583087,3,0.34626454143166113,india
abhinav-jaiswal-aa351923,3.2031876832640767,3.0931043102141182,2,-0.4003984604080096,india
abhinav-kumar-rathore-806664118,3.142532208461707,3.093104309674372,2,-0.3928165260577134,india
abhinav-mahajan-57978662,6.382115230712635,3.093104309143122,2,0.01345004386041132,india
abhinav-mathur-3070b91a5,3.136795409104103,3.093104310766945,2,-0.39209942613801285,india
abhinav-mehan-9abb5a8b,3.1367549121935836,3.0931043102141182,2,-0.39209436402419795,india
abhinav-nitnaware-55390960,3.136751362022459,3.093104309674372,2,-0.39209392025280737,india
abhinav-prakash-24722b8b,3.1367510503616987,3.093104309143122,2,-0.39209388129521233,india
abhinav-saket,3.1367510225748796,3.0931043086181873,2,-0.39209387782185995,india
abhinav-saket-610b6b31,3.13675101967578,3.093104308098288,2,-0.3920938774594725,india
abhinav-shukla-861a28143,3.136751018962374,3.0931043075825735,2,-0.3920938773702968,india
abhinav-singh-7532b928,3.1367510184441105,3.0931043070704436,2,-0.3920938773055138,india
abhinav-singh-90862b77,3.136751017946039,3.0931043065614463,2,-0.3920938772432549,india
abhinav-singla-8b9570121,3.1367510174524664,3.093104306055233,2,-0.3920938771815583,india
abhinav-srivastava-60105762,9.080177085086063,3.0931043055515235,2,0.3508343813953252,india
abhinav-yadav-90124657,3.5450487842847562,2.993515827051957,1,0.30524785872739474,india
abhinav6309,3.1801834496209715,3.0931043102141182,2,-0.39752293120262144,india
abhinava-uttam-2252b555,3.1405399116504573,3.093104309674372,2,-0.39256748895630716,india
abhinaya-panigrahi-65848a1b,3.3252826209701887,3.093104309143122,1,-0.4156603276212736,india
abhineeta-vaidya,3.3252826204696575,3.0931043086181873,1,-0.4156603275587072,india
abhiram-m-a7278916,3.1529435910544716,3.093104308098288,2,-0.39411794888180895,india
abhiramgiri,3.1381678269572038,3.0931043075825735,2,-0.39227097836965047,india
abhiramr5459,6.222359792785872,2.998459822960906,2,0.7147482401610887,india
abhirup-seal-598ab343,3.1697605142564096,3.093104310766945,2,-0.3962200642820512,india
abhisekh-paul-54a5b350,6.384491729276034,3.0931043102141182,2,0.013152981543882003,india
abhishantpandey,3.137003640082222,3.093104310766945,2,-0.39212545501027773,india
abhishek-adhana-8815846a,3.136773163820312,3.0931043102141182,2,-0.392096645477539,india
abhishek-agrawal03,3.5236692908762954,2.9984598229358266,2,0.37744248355166393,india
abhishek-ahuja-252075a4,9.144227403415622,2.998459822887969,1,0.33868214082059,india
abhishek-akkupalli-13509680,3.1800833519216294,2.963421132503612,1,-0.3975104189902037,india
abhishek-anand-26704351,3.1793797487855984,2.9634211325121376,1,-0.3974224685981998,india
abhishek-ashish-910b2713,3.516988302304598,2.994358069491758,1,0.3089659795848648,india
abhishek-asthana-a46537a,3.1817635260598567,3.0931043102141182,2,-0.3977204407574821,india
abhishek-bajaj-579695a2,3.14067707404217,3.093104309674372,2,-0.39258463425527124,india
abhishek-bhatt-66847a66,9.080521072769876,3.093104309143122,2,0.3507913829514366,india
abhishek-bhatt-753a3a24,3.198511168148689,2.9717130341025078,1,-0.39981389601858613,india
abhishek-bhattacharya-0b21b242,3.2060116826339935,2.9717130341096754,1,-0.4007514603292492,india
abhishek-bhattacharya-26015973,3.2063865604583044,2.9717130341168416,1,-0.40079832005728805,india
abhishek-bohra-70422539,3.2064052843443496,2.971713034124008,1,-0.4008006605430437,india
abhishek-bose-68513253,3.2064062195192617,2.9717130341311746,1,-0.4008007774399077,india
abhishek-d-592b6574,3.206406266238274,2.971713034138341,1,-0.40080078327978425,india
abhishek-dwivedi-a1608b14,3.2064062685834984,2.971713034145507,1,-0.4008007835729373,india
abhishek-gaddhyan-63110742,3.206406268712482,2.971713034152674,1,-0.40080078358906024,india
abhishek-ghosh-b0a37b88,3.2064062687307753,2.971713034159841,1,-0.4008007835913469,india
abhishek-gupta-186374169,3.20640626874354,2.9717130341670073,1,-0.4008007835929425,india
abhishek-gupta-71a78137,3.2064062687560284,2.9717130341741735,1,-0.40080078359450355,india
abhishek-gupta-a0bb48198,3.2064062687685033,2.97171303418134,1,-0.4008007835960629,india
abhishek-gupta-ab323872,3.2064062687809782,2.971713034188507,1,-0.4008007835976223,india
abhishek-hebbar-55677730,3.2064062687934523,2.9717130341956732,1,-0.40080078359918153,india
abhishek-iiith,3.206406268805926,2.9717130342028395,1,-0.40080078360074073,india
abhishek-jain-36614576,3.206406268818401,2.9717130342100067,1,-0.40080078360230015,india
abhishek-jain-4abb2a17,3.1899878541059223,2.9423666111415425,1,0.33684317102214534,india
abhishek-joshi-5a9a999b,3.2804394273423405,2.9423666111478877,1,-0.41005492841779256,india
abhishek-joshi-90584477,3.1290045274630374,2.9423666111542324,2,-0.39112556593287967,india
abhishek-kalla-482b3753,6.0624409488115685,2.94273854235232,2,-0.02212048301336611,india
abhishek-kekre,3.14531741116654,3.093104310766945,2,-0.3931646763958175,india
abhishek-khurana-a10a3442,3.137501188132695,3.0931043102141182,2,-0.3921876485165869,india
abhishek-kumar-1a757323,3.2238415539541156,2.9717130341072098,2,0.339948064282538,india
abhishek-kumar-9aa68b17,3.1697461393055404,3.0931043102141182,2,-0.39621826741319255,india
abhishek-kumar-a405a05b,3.139632687066252,3.093104309674372,2,-0.3924540858832815,india
abhishek-kumar-b2456534,3.1370035289306832,3.093104309143122,2,-0.3921254411163354,india
abhishek-kumar-gupta-38094815,9.080199220874201,3.0931043086181873,2,0.35083161444671845,india
abhishek-m-s-123930120,3.1367529614868754,3.0931043102141182,2,-0.39209412018585943,india
abhishek-malviya-69301b75,3.136751191035816,3.093104309674372,2,-0.392093898879477,india
abhishek-mishra-09b92785,3.1367510353740795,3.093104309143122,2,-0.39209387942175994,india
abhishek-mishra-79853076,3.1367510212611585,3.0931043086181873,2,-0.3920938776576448,india
abhishek-misra-6b3b8639,3.1367510195606276,3.093104308098288,2,-0.39209387744507845,india
abhishek-mulay-94280261,3.1367510189522805,3.0931043075825735,2,-0.39209387736903506,india
abhishek-mullapudi-b0168939,3.136751018443226,3.0931043070704436,2,-0.39209387730540324,india
abhishek-naik-72671b194,3.1367510179459615,3.0931043065614463,2,-0.3920938772432452,india
abhishek-parsai-33957a46,3.1367510174524598,3.093104306055233,2,-0.39209387718155747,india
abhishek-pavithranandappa-59902039,3.13675101696173,3.0931043055515235,2,-0.39209387712021626,india
abhishek-purohit-49b181203,3.1367510164734567,3.0931043050500904,2,-0.3920938770591821,india
abhishek-r-54864685,3.136751015987419,3.0931043045507423,2,-0.39209387699842735,india
abhishek-rai-6a046538,3.136751015503438,3.09310430405332,2,-0.39209387693792974,india
abhishek-rana-758b2a11b,9.080177083293112,3.0931043035576846,2,0.350834381656299,india
abhishek-sagar-81565451,3.136751021376481,3.0931043102141182,2,-0.3920938776720601,india
abhishek-sahu-7215b527,3.1367510209779055,3.093104309674372,2,-0.3920938776222382,india
abhishek-saxena-00577128,3.136751020467867,3.093104309143122,2,-0.39209387755848335,india
abhishek-saxena-7537047b,3.136751019954573,3.0931043086181873,2,-0.3920938774943216,india
abhishek-sharma-04302056,3.1367510194461,3.093104308098288,2,-0.3920938774307625,india
abhishek-sharma-05688b1b,3.136751018942242,3.0931043075825735,2,-0.39209387736778023,india
abhishek-sharma-27729b45,3.1367510184423457,3.0931043070704436,2,-0.3920938773052932,india
abhishek-sharma-2a1968180,3.136751017945884,3.0931043065614463,2,-0.3920938772432355,india
abhishek-sharma-69771386,6.108464051519358,3.093104306055233,2,-0.020629747923193498,india
abhishek-sharma-6a066a99,3.13675102196261,3.093104310766945,2,-0.3920938777453262,india
abhishek-shivanagere-914b3883,3.1367510215133696,3.0931043102141182,2,-0.3920938776891712,india
abhishek-shukla-5a7275168,3.1367510209899048,3.093104309674372,2,-0.3920938776237381,india
abhishek-singh-38a36059,6.2222356257702005,2.9984598229472246,2,0.7147637610393666,india
abhishek-singh-6487987b,3.16972996264481,3.093104310766945,2,-0.39621624533060124,india
abhishek-singh-6717081a,3.139631279848456,3.0931043102141182,2,-0.392453909981057,india
abhishek-singh-79800626,3.137003406136337,3.093104309674372,2,-0.3921254257670421,india
abhishek-singh-93305578,3.1367731423560303,3.093104309143122,2,-0.3920966427945038,india
abhishek-singh-954ba761,3.136752959016234,3.0931043086181873,2,-0.39209411987702925,india
abhishek-sinha-bba07496,9.080177257640837,3.093104308098288,2,0.3508343598520835,india
abhishek-srivastava-334b1263,3.136751036365493,3.0931043102141182,2,-0.39209387954568664,india
abhishek-srivastava-714b7812,3.1367510222917487,3.093104309674372,2,-0.3920938777864686,india
abhishek-toofani-a28958134,3.13675102058303,3.093104309143122,2,-0.3920938775728787,india
abhishek-tyagi-42609758,3.1367510199646675,3.0931043086181873,2,-0.39209387749558344,india
abhishek-wankhede-15631435,3.136751019446985,3.093104308098288,2,-0.39209387743087315,india
abhishek-zamindar-5272b437,3.136751018942319,3.0931043075825735,2,-0.3920938773677899,india
abhishek11j,3.1367510184423524,3.0931043070704436,2,-0.39209387730529405,india
abhishek6986,3.136751017945885,3.0931043065614463,2,-0.39209387724323563,india
abhishekiit,3.136751017452453,3.093104306055233,2,-0.39209387718155664,india
abhishekmisra79,3.1367510169617296,3.0931043055515235,2,-0.3920938771202162,india
abhisheksdubey,3.1367510164734567,3.0931043050500904,2,-0.3920938770591821,india
abhishekshrivastava-urm,3.2237758047106864,2.971713034131098,2,0.33995628294393876,india
abhisheksinghcse,6.175909141751295,3.028313310788922,3,0.7206813377675799,india
abhishivek,3.2110077839055515,3.093104310766945,2,-0.40137597298819394,india
abilash-chandrasekar-54b88b1a,3.1432072153379647,3.0931043102141182,2,-0.3929009019172456,india
abilash-srikandan-47791a17a,6.109029561517053,3.093104309674372,2,-0.0207004366646113,india
abily-jose-5919ab5a,9.99698785215685,3.3304475970254,1,0.29692867358745284,india
abin-n-joseph-a00b46190,3.1769770478132147,3.0931043102141182,2,-0.39712213097665183,india
abinash-ramaraj-51b152b2,3.1402614268933715,3.093104309674372,2,-0.39253267836167144,india
abinaya-s-ab5737159,3.3252826209701887,3.093104309143122,1,-0.4156603276212736,india
abinesh-kanjikovil-thatchinamoorthy-57114757,3.2399683738972267,2.9717130340906026,2,0.3379322117854973,india
abiramy-k-73145243,3.185957934776271,2.9717130340977684,1,-0.3982447418470339,india
abirlal-majumder-763a4913,3.2053831871276146,2.9717130341049356,1,-0.4006728983909518,india
abisheka-kamath-0150b111b,3.444070451552973,2.9717130341121014,1,-0.43050880644412165,india
abitha-swaminathan-51a6b7114,3.4440704515799125,2.9717130341192686,1,-0.43050880644748907,india
abmadhuri,3.44407045160685,2.9717130341264344,1,-0.43050880645085626,india
abrar-dar-6a2a8a171,3.218047222983952,2.971713034133601,1,-0.402255902872994,india
abu-farhan-93843074,3.206987097346504,2.9717130341407674,1,-0.400873387168313,india
abubaker-siddique-07754592,3.2064352766611344,2.971713034147934,1,-0.4008044095826418,india
abusad-haider-429204179,3.2064077175158134,2.971713034155101,1,-0.4008009646894767,india
aby-abraham-20662982,3.2064063410942696,2.971713034162267,1,-0.4008007926367837,india
abysebastianchacko,3.2064062723609825,2.9717130341694338,1,-0.4008007840451228,india
achint-kumar-singh-02b94b15,3.2064062689399604,2.9717130341766,1,-0.40080078361749505,india
achintya-dutta-b86a0b151,3.20640626878095,2.9717130341837668,1,-0.4008007835976187,india
achintya-kumar-lal-5a3b1113,9.193437922956514,2.9935158270858273,1,0.34757817317334944,india
achit-singhal-9326a3a3,3.150870974857664,3.0931043102141182,2,-0.393858871857208,india
achuth-c-l-274ab038,3.137986762123816,3.093104309674372,2,-0.392248345265477,india
achyuth-madishetty-4b087a87,3.136859323026491,3.093104309143122,2,-0.3921074153783114,india
acumaticaerp,3.2237852975374217,2.9717130341119873,2,0.3399550963358191,india
adarsh-gn-367b88107,9.05446551970576,3.0931043102141182,2,0.33937511561698686,india
adarsh-gochhayat-6bb67b61,6.127287438774183,3.0931043102141182,2,-0.0189969409170484,india
adarsh-h-v-1a230952,9.112315336447953,3.093104310766945,2,0.3547885608076176,india
adarsh-hegde-a1a327165,9.105254623906404,2.9876559557355495,1,0.33184488696374725,india
adarsh-kumar-37b258a1,3.119538082474107,2.9400034299101967,2,-0.3899422603092634,india
adarsh-mahan-b441405a,6.101925824608848,2.986945915664424,2,-0.016004249160000095,india
adarsh-nakka-a16b043b,9.118955380835143,3.093104310766945,2,0.35360353523196214,india
adarsh-r-krishnan,6.13522446452715,3.0931043102141182,2,-0.017466686334864312,india
adarsh-radhakrishnan-76753114,3.1368148249950774,3.093104310766945,2,-0.39210185312438467,india
adarsh-thimmaiah-05280246,3.1367566140488474,3.0931043102141182,2,-0.39209457675610593,india
adarsh-vg-8a79b515,3.1367515111962945,3.093104309674372,2,-0.3920939388995368,india
adarsha-vp-99b968202,9.080177131628027,3.093104309143122,2,0.3508343755941676,india
adarshgangadharan,3.1984937360423085,2.9717130341025078,1,-0.39981171700528856,india
adarshniket,3.2060108108110557,2.9717130341096754,1,-0.40075135135138196,india
adesh-achalli-31138654,3.206386516912311,2.9717130341168416,1,-0.40079831461403886,india
adesh-arora-43014520,9.091138504485372,2.971713034124008,1,0.3347909925183104,india
adesh-srivastava-4141a777,3.1232543995980406,2.9423666111643096,2,-0.3904067999497551,india
adhishbhoi,6.106999585525017,2.9876559557206597,2,-0.01646095926046215,india
adhithya-ram-muralidharan-b0098889,3.145285902262601,3.093104310766945,2,-0.3931607377828251,india
adhiyamaan-v-c-a2a28357,3.1374984314649277,3.0931043102141182,2,-0.39218730393311596,india
adil-hussain-syed-812173170,3.1368165288644603,3.093104309674372,2,-0.39210206610805753,india
adina-jain-7a7b1890,3.3252826209701887,3.093104309143122,1,-0.4156603276212736,india
adinarayana-ameraboina-0089187b,3.1529435915608124,3.0931043086181873,2,-0.39411794894510155,india
adish-gupta-a6932a1b,3.1381678274607823,3.093104308098288,2,-0.3922709784325978,india
adish-upadhyay-58985a27,3.1368751880413455,3.0931043075825735,2,-0.3921093985051682,india
adit-tripathi,3.1367619021799142,3.0931043070704436,2,-0.3920952377724893,india
adithan-m-67b5892a,3.1367519719451225,3.0931043065614463,2,-0.3920939964931403,india
adithya-adepu-7b195b64,3.1367511010740525,3.093104306055233,2,-0.39209388763425657,india
adithya-chintam-781704153,3.1367510242914762,3.0931043055515235,2,-0.39209387803643453,india
adithya-krishnan-309b57217,3.1367510171159365,3.0931043050500904,2,-0.39209387713949206,india
adithya-mahadeva-1099a694,3.1367510160437346,3.0931043045507423,2,-0.39209387700546683,india
adithya-senthilkumar-a0677955,3.1367510155083744,3.09310430405332,2,-0.3920938769385468,india
aditi-agarwal-45401087,3.3252826156986552,3.0931043035576846,1,-0.4156603269623319,india
aditi-dixit-shukla-3ab10b58,3.3252826152356034,3.0931043030637166,1,-0.41566032690445043,india
aditi-goel-6077536b,3.325282614774294,3.0931043025713127,1,-0.4156603268467868,india
aditi-jain-66670622,3.3252826143146157,3.09310430208038,1,-0.41566032678932696,india
aditi-khare-48943b41,3.3252826138564693,3.093104301590837,1,-0.41566032673205866,india
aditi-tayade-b0ba8735,3.4123074056502647,2.97171303414782,1,0.3163898328306719,india
aditya-awasthi-36799b42,9.198353401857283,3.0931043102141182,2,0.34696373830447136,india
aditya-bohre-02637621,3.2381596328462128,2.993515827081884,1,-0.4047699541057766,india
aditya-d,6.181885790801051,2.993515827090505,1,-0.03791171599396087,india
aditya-gelli-08079017,9.03110366650091,3.093104310766945,2,0.34076005740273807,india
aditya-gupta-7196a5103,3.109271226883697,2.939296031436725,2,-0.3886589033604621,india
aditya-hegde-7174722b,3.1130710891830895,2.939296031442746,2,-0.3891338861478862,india
aditya-krishna-rao-022a7449,8.999644981691198,2.9431665838299943,2,0.34662766920359733,india
